title,url,poster_url,release_date,rating,runtime,certificate,director,overview,language,cast,tmdb_id
The Outfit,https://cinejoy.to/movie/799876-the-outfit-2022,https://image.tmdb.org/t/p/w500/lZa5EB6PVJBT5mxhgZS5ftqdAm6.jpg,2022-02-25,7.095,105,,Graham Moore,"Leonard is an English tailor who used to craft suits on London’s world-famous Savile Row. After a personal tragedy, he’s ended up in Chicago, operating a small tailor shop in a rough part of town where he makes beautiful clothes for the only people around who can afford them: a family of vicious gangsters.",en,Mark Rylance as Leonard Burling | Zoey Deutch as Mable Shaun | Johnny Flynn as Francis | Dylan O'Brien as Richie Boyle | Simon Russell Beale as Roy Boyle | Nikki Amuka-Bird as Violet LaFontaine | Alan Mehdizadeh as Monk | Johnathan McClain as FBI Agent | Scoop Wasserstein as Customer | Chiedu Agborh as La Fontaine Bodyguard 1,799876
Lantana,https://cinejoy.to/movie/9523-lantana-2001,https://image.tmdb.org/t/p/w500/nTEUCdpDsfVDZJ5H0ndP1EmVtj.jpg,2001-10-04,6.654,121,,Ray Lawrence,"Plagued with grief over the murder of her daughter, Valerie Somers suspects that her husband John is cheating on her. When Valerie disappears, Detective Leon Zat attempts to solve the mystery of her absence. A complex web of love, sex and deceit emerges -- drawing in four related couples whose various partners are distrustful and suspicious about each other's involvement.",en,Anthony LaPaglia as Leon Zat | Geoffrey Rush as John Knox | Barbara Hershey as Valerie Somers | Kerry Armstrong as Sonja Zat | Rachael Blake as Jane O'May | Vince Colosimo as Nick | Russell Dykstra as Michael | Daniela Farinacci as Paula D'Amato | Peter Phelps as Patrick Phelan | Leah Purcell as Claudia Wiss,9523
A Quiet Place Part II,https://cinejoy.to/movie/520763-a-quiet-place-part-ii-2021,https://image.tmdb.org/t/p/w500/4q2hz2m8hubgvijz8Ez0T2Os2Yv.jpg,2021-05-21,7.428,97,,John Krasinski,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.",en,Emily Blunt as Evelyn Abbott | John Krasinski as Lee Abbott | Millicent Simmonds as Regan Abbott | Noah Jupe as Marcus Abbott | Cillian Murphy as Emmett | Djimon Hounsou as Man on Island | Okieriete Onaodowan as Police Officer | Scoot McNairy as Marina Man | Zachary Golinger as Emmett's Son | Blake DeLong as Umpire,520763
Shoplifters,https://cinejoy.to/movie/505192-shoplifters-2018,https://image.tmdb.org/t/p/w500/4nfRUOv3LX5zLn98WS1WqVBk9E9.jpg,2018-06-02,7.829,120,,Hirokazu Kore-eda,"In the outskirts of Tokyo, a poor but close-knit group living on the fringes of society survives through shoplifting and odd jobs. When Osamu and his son take in a neglected young girl, their already fragile existence begins to unravel. As the family grows attached to her, buried secrets surface, forcing them to confront the true meaning of love, belonging, and what makes a family.",ja,Lily Franky as Osamu Shibata | Sakura Ando as Nobuyo Shibata | Mayu Matsuoka as Aki Shibata | Kairi Jo as Shota Shibata | Miyu Sasaki as Yuri | Kirin Kiki as Hatsue Shibata | Sosuke Ikematsu as 4 Ban-san | Naoto Ogata as Yuzuru Shibata | Yōko Moriguchi as Yoko Shibata | Yuki Yamada as Yasu Hojo,505192
The Third Man,https://cinejoy.to/movie/1092-the-third-man-1949,https://image.tmdb.org/t/p/w500/vqnFHTx1phgTAsLfxZoejSbMVHA.jpg,1949-08-31,7.9,105,,Carol Reed,"In postwar Vienna, Austria, Holly Martins, a writer of pulp Westerns, arrives penniless as a guest of his childhood chum Harry Lime, only to learn he has died. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Major Calloway, and falling head-over-heels for Harry's grief-stricken lover, Anna.",en,Joseph Cotten as Holly Martins | Alida Valli as Anna Schmidt | Trevor Howard as Major Calloway | Orson Welles as Harry Lime | Paul Hörbiger as Karl the Porter | Ernst Deutsch as 'Baron' Kurtz | Erich Ponto as Dr. Winkel | Siegfried Breuer as Popescu | Hedwig Bleibtreu as Anna's Landlady | Bernard Lee as Sergeant Paine,1092
The Leopard,https://cinejoy.to/movie/1040-the-leopard-1963,https://image.tmdb.org/t/p/w500/riSUxwoK3xjkOgy6YJSvPhi7cO6.jpg,1963-03-27,7.716,186,,Luchino Visconti,"As Garibaldi's troops begin the unification of Italy in the 1860s, an aristocratic Sicilian family grudgingly adapts to the sweeping social changes undermining their way of life.",it,Burt Lancaster as Prince Fabrizio Corbera of Salina | Claudia Cardinale as Angelica Sedara / Bastiana | Alain Delon as Tancredi Falconeri | Paolo Stoppa as Don Calogero Sedara | Rina Morelli as Princess Maria Stella Corbera of Salina | Romolo Valli as Father Pirrone | Terence Hill as Count Cavriaghi | Pierre Clémenti as Francesco Paolo | Lucilla Morlacchi as Concetta Corbera | Giuliano Gemma as Garibaldi's General,1040
Secrets & Lies,https://cinejoy.to/movie/11159-secrets-lies-1996,https://image.tmdb.org/t/p/w500/zQBuRQ3hrLhkEsXcxteUxuxLrvs.jpg,1996-05-24,7.577,142,,Mike Leigh,"After her adoptive mother dies, Hortense, a successful black optometrist, seeks out her birth mother. She's shocked when her research leads her to Cynthia, a working class white woman.",en,Brenda Blethyn as Cynthia Rose Purley | Marianne Jean-Baptiste as Hortense Cumberbatch | Timothy Spall as Maurice Purley | Phyllis Logan as Monica Purley | Claire Rushbrook as Roxanne Purley | Lee Ross as Paul | Lesley Manville as The Social Worker | Elizabeth Berrington as Jane | Michele Austin as Dionne | Ron Cook as Stuart,11159
Taxi Driver,https://cinejoy.to/movie/103-taxi-driver-1976,https://image.tmdb.org/t/p/w500/ekstpH614fwDX8DUln1a2Opz0N8.jpg,1976-02-09,8.122,114,,Martin Scorsese,"Suffering from insomnia, disturbed loner Travis Bickle takes a job as a New York City cabbie, haunting the streets nightly, growing increasingly detached from reality as he dreams of cleaning up the filthy city.",en,Robert De Niro as Travis Bickle | Jodie Foster as Iris | Cybill Shepherd as Betsy | Harvey Keitel as Sport | Peter Boyle as Wizard | Leonard Harris as Charles Palantine | Albert Brooks as Tom | Diahnne Abbott as Concession Girl | Frank Adu as Angry Black Man | Victor Argo as Melio,103
Farewell My Concubine,https://cinejoy.to/movie/10997-farewell-my-concubine-1993,https://image.tmdb.org/t/p/w500/f54hNIiHNINw3JiUJB2XaQl5wCN.jpg,1993-01-01,7.9,171,,Chen Kaige,"In an epic tale of theater, gender, love and class, two Beijing opera actors navigate political turmoil as their friendship evolves over decades.",zh,Leslie Cheung as Cheng Dieyi / Xiao Douzi | Zhang Fengyi as Duan Xiaolou / Xiao Shitou | Gong Li as Juxian | Lü Qi as Master Guan | Ying Da as Manager | Ge You as Master Yuan Shiqing | Lei Han as Xiao Si | Tong Di as Zhang the Eunuch | Yin Zhi as Teenage Douzi | Ma Mingwei as Young Douzi,10997
"Paris, Texas",https://cinejoy.to/movie/655-paris-texas-1984,https://image.tmdb.org/t/p/w500/sP27Qm4THyRZyHjHYMfIDtJP6YE.jpg,1984-07-16,8.1,145,,Wim Wenders,"A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.",en,Harry Dean Stanton as Travis | Nastassja Kinski as Jane | Dean Stockwell as Walt | Hunter Carson as Hunter | Aurore Clément as Anne | Bernhard Wicki as Doctor Ulmer | Sam Berry as Gas Station Attendant | Claresie Mobley as Car Rental Clerk | Viva as Woman on TV | Socorro Valdez as Carmelita,655
"4 Months, 3 Weeks and 2 Days",https://cinejoy.to/movie/2009-4-months-3-weeks-and-2-days-2007,https://image.tmdb.org/t/p/w500/acEtvzFPeOQwbzRWncjRLenhnKV.jpg,2007-08-24,7.539,114,,Cristian Mungiu,Two college roommates have 24 hours to make the ultimate choice as they finalize arrangements for a black market abortion.,ro,Anamaria Marinca as Otilia | Laura Vasiliu as Găbiță | Vlad Ivanov as Domnu' Bebe | Alexandru Potocean as Adi | Luminița Gheorghiu as Mrs. Radu | Adi Cărăuleanu as Mr Radu | Liliana Mocanu as Unirea Hotel receptionist | Doru Ana as Gas pump attendant | Ion Sapdaru as Mr Rusu | Cerasela Iosifescu as Receptionist Tineretului,2009
The Given Word,https://cinejoy.to/movie/59990-the-given-word-1962,https://image.tmdb.org/t/p/w500/wjNydK6CnoJFEp69OzAcSsAaIME.jpg,1962-04-17,8.1,98,,Anselmo Duarte,"Zé is a very poor man whose most prized possession is his donkey. When his donkey falls terminally ill, Zé makes a promise to Saint Bárbara: If his donkey recovers, he will carry a cross - like Jesus - all the way from his city to Saint Bárbara's church, in the state capital. Upon the recovery of his donkey, Zé leaves on his journey. He makes it to the church, but the priest refuses to accept the cross once he discovers the context of Zé's promise.",pt,Leonardo Villar as Zé do Burro | Glória Menezes as Rosa | Dionísio Azevedo as Padre Olavo | Geraldo del Rey as Bonitão | Roberto Ferreira as Dedé | Othon Bastos as Reporter | Antônio Pitanga as Mestre Coca | Gilberto Marques as Galego | Norma Bengell as Marly | Jurema Penna as Zealot,59990
It Was Just an Accident,https://cinejoy.to/movie/1456349-it-was-just-an-accident-2025,https://image.tmdb.org/t/p/w500/eNYGj2DG3n8OrVPTfYunpPW9uas.jpg,2025-10-01,7.162,104,,Jafar Panahi,An unassuming mechanic is reminded of his time in an Iranian prison when he encounters a man he suspects to be his sadistic jailhouse captor.,fr,Vahid Mobasseri as Vahid | Mariam Afshari as Shiva | Ebrahim Azizi as Eghbal | Hadis Pakbaten as Golrokh | Majid Panahi as Ali | Mohamad Ali Elyasmehr as Hamid | George Hashemzadeh as Salar | Delmaz Najafi as Eghbal's Daughter | Afsaneh Najm Abadi as Eghbal's Wife | Omid Reza as Vahid's Colleague,1456349
The Wages of Fear,https://cinejoy.to/movie/204-the-wages-of-fear-1953,https://image.tmdb.org/t/p/w500/sNOvIp4X0fmCMfgEs2ww5IyMgFm.jpg,1953-04-22,8.005,154,,Henri-Georges Clouzot,"In a run-down South American town, four men are paid to drive trucks loaded with nitroglycerin into the jungle through to the oil field. Friendships are tested and rivalries develop as they embark upon the perilous journey.",fr,Yves Montand as Mario Livi | Charles Vanel as Mr. Jo | Peter van Eyck as Bimba | Folco Lulli as Luigi | Véra Clouzot as Linda | Antonio Centa as Camp Chief | Jo Dest as Hans Smerloff | Darío Moreno as Pepito Hernandez | William Tubbs as Bill O'Brien | Darling Légitimus as Rosa,204
The Cranes Are Flying,https://cinejoy.to/movie/38360-the-cranes-are-flying-1957,https://image.tmdb.org/t/p/w500/foXYOdXEJ0rvtTDo4LLnsUnvPLB.jpg,1957-10-12,7.9,97,,Mikhail Kalatozov,"Veronika and Boris come together in Moscow shortly before World War II. Walking along the river, they watch cranes fly overhead, and promise to rendezvous before Boris leaves to fight. Boris misses the meeting and is off to the front lines, while Veronika waits patiently, sending letters faithfully. After her house is bombed, Veronika moves in with Boris' family, into the company of a cousin with his own intentions.",ru,Tatyana Samoylova as Veronika | Aleksey Batalov as Boris | Vasili Merkuryev as Fyodor Ivanovich | Aleksandr Shvorin as Mark | Svetlana Kharitonova as Irina | Konstantin Kadochnikov as Volodya | Valentin Zubkov as Stepan | Antonina Bogdanova as Grandmother | Boris Kokovkin as Chernov | Ekaterina Kupriyanova as Anna Mikhaylovna,38360
Viridiana,https://cinejoy.to/movie/4497-viridiana-1962,https://image.tmdb.org/t/p/w500/mYPuSx5JwL8AdTwS1iQW4Un1cYP.jpg,1962-04-01,7.659,90,,Luis Buñuel,"Viridiana is preparing to start her life as a nun when she is sent, somewhat unwillingly, to visit her aging uncle, Don Jaime. He supports her; but the two have met only once. Jaime thinks Viridiana resembles his dead wife. Viridiana has secretly despised this man all her life and finds her worst fears proven when Jaime grows determined to seduce his pure niece. Viridiana becomes undone as her uncle upends the plans she had made to join the convent.",es,Silvia Pinal as Viridiana | Francisco Rabal as Jorge | Fernando Rey as Don Jaime | José Calvo as Don Amalio | Margarita Lozano as Ramona | Victoria Zinny as Lucía | Teresa Rabal as Rita | Luis Heredia as El Poca | Joaquín Roa as Don Zequiel | José Manuel Martín as El Cojo,4497
La Dolce Vita,https://cinejoy.to/movie/439-la-dolce-vita-1960,https://image.tmdb.org/t/p/w500/dZ2v0DAX4aCZartCzZdg4ZinSW2.jpg,1960-02-05,8.023,174,,Federico Fellini,"Episodic journey of journalist Marcello who struggles to find his place in the world, torn between the allure of Rome's elite social scene and the stifling domesticity offered by his girlfriend, all the while searching for a way to become a serious writer.",it,Marcello Mastroianni as Marcello Rubini | Anita Ekberg as Sylvia | Anouk Aimée as Maddalena | Yvonne Furneaux as Emma | Magali Noël as Fanny | Alain Cuny as Steiner | Annibale Ninchi as Marcello's father | Walter Santesso as Paparazzo | Valeria Ciangottini as Paola | Riccardo Garrone as Riccardo,439
Kagemusha,https://cinejoy.to/movie/11953-kagemusha-1980,https://image.tmdb.org/t/p/w500/fJgqj9s8HNZz9zwX6femVJn8HEB.jpg,1980-04-26,7.814,180,,Akira Kurosawa,"Akira Kurosawa's lauded feudal epic presents the tale of a petty thief who is recruited to impersonate Shingen, an aging warlord, in order to avoid attacks by competing clans. When Shingen dies, his generals reluctantly agree to have the impostor take over as the powerful ruler. He soon begins to appreciate life as Shingen, but his commitment to the role is tested when he must lead his troops into battle against the forces of a rival warlord.",ja,Tatsuya Nakadai as Shingen Takeda / Kagemusha | Tsutomu Yamazaki as Nobukado Takeda | Kenichi Hagiwara as Katsuyori Takeda | Jinpachi Nezu as Sohachiro Tsuchiya | Hideji Ōtaki as Masakage Yamagata | Daisuke Ryū as Nobunaga Oda | Masayuki Yui as Ieyasu Tokugawa | Kaori Momoi as Otsuyanokata | Mitsuko Baisho as Oyunokata | Hideo Murota as Nobufusa Baba,11953
Amour,https://cinejoy.to/movie/86837-amour-2012,https://image.tmdb.org/t/p/w500/19hyCudualHxCD0GrEngqsi0wBF.jpg,2012-09-20,7.8,127,,Michael Haneke,"Georges and Anne are in their eighties. They are cultivated, retired music teachers. Their daughter, who is also a musician, lives abroad with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",fr,Jean-Louis Trintignant as Georges | Emmanuelle Riva as Anne | Isabelle Huppert as Eva | Alexandre Tharaud as Alexandre | William Shimell as Geoff | Ramon Agirre as Concierge's Husband | Rita Blanco as Concierge | Carole Franck as Nurse #1 | Dinara Drukarova as Nurse #2 | Laurent Capelluto as Police Officer #1,86837
The Conversation,https://cinejoy.to/movie/592-the-conversation-1974,https://image.tmdb.org/t/p/w500/dHqVBwcv1SGymOpUueRoKzcmdes.jpg,1974-04-12,7.499,115,,Francis Ford Coppola,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.",en,Gene Hackman as Harry Caul | John Cazale as Stan | Allen Garfield as William P. 'Bernie' Moran | Frederic Forrest as Mark | Cindy Williams as Ann | Michael Higgins as Paul | Elizabeth MacRae as Meredith | Teri Garr as Amy Fredericks | Harrison Ford as Martin Stett | Mark Wheeler as Receptionist,592
The Ballad of Narayama,https://cinejoy.to/movie/42113-the-ballad-of-narayama-1983,https://image.tmdb.org/t/p/w500/h3iNimtw6HsFTtAvEDF3XYZ4Y5T.jpg,1983-04-29,7.495,130,,Shōhei Imamura,In a small village in a valley everyone who reaches the age of 70 must leave the village and go to a certain mountain top to die. If anyone should refuse they would disgrace their family. Old Orin is 69. This winter it is her turn to go to the mountain. But first she must make sure that her eldest son Tatsuhei finds a wife.,ja,Ken Ogata as Tatsuhei | Sumiko Sakamoto as Orin | Tonpei Hidari as Risuke | Aki Takejo as Tamayan | Shoichi Ozawa as Katsuzô | Fujio Tokita as Jinsaku | Sanshō Shinsui as Zeniya Tadayan | Seiji Kurasaki as Kesakichi | Junko Takada as Matsuyan | Mitsuko Baisho as Oei,42113
Eternity and a Day,https://cinejoy.to/movie/24858-eternity-and-a-day-1998,https://image.tmdb.org/t/p/w500/wH8sfLJCqNjsIw8zkXpvxdSzj60.jpg,1998-10-23,7.8,133,,Theo Angelopoulos,"Famous writer Alexander contracts a terminal illness. He receives a letter from his wife describing a summer day 30 years ago, and leaves his seaside home to remember his past. This journey will allow him to wander between the past and the present, and encounter unexpected people, allowing him to collect unforgettable memories in the final moments of his life.",el,Bruno Ganz as Alexandros | Fabrizio Bentivoglio as The Poet | Isabelle Renauld as Anna | Achileas Skevis as The Child | Alexandra Ladikou as Anna's Mother | Despina Bebedelli as Alexandros' Mother | Eleni Gerasimidou as Ourania | Iris Chatziantoniou as Alexandros' Daughter | Nikos Kouros as Anna's Uncle | Alekos Oudinotis as Anna's Father,24858
Winter Sleep,https://cinejoy.to/movie/265169-winter-sleep-2014,https://image.tmdb.org/t/p/w500/95j83qOqH3Ivz4RYkaSjGT0VSNr.jpg,2014-06-13,7.523,196,,Nuri Bilge Ceylan,"Aydın is a hotel owner and a retired actor in rural Turkey. As winter emerges he begins navigating the conflicts within the relationships with his wife, sister and existence.",tr,Haluk Bilginer as Aydın | Melisa Sözen as Nihal | Demet Akbağ as Necla | Ayberk Pekcan as Hidayet | Serhat Kılıç as İmam Hamdi | Tamer Levent as Suavi | Nejat İşler as İsmail | Nadir Sarıbacak as Levent | Mehmet Ali Nuroğlu as Müşteri | Gamze Kuş as Misafir 7,265169
Anatomy of a Fall,https://cinejoy.to/movie/915935-anatomy-of-a-fall-2023,https://image.tmdb.org/t/p/w500/kQs6keheMwCxJxrzV83VUwFtHkB.jpg,2023-08-23,7.5,151,,Justine Triet,"A woman is suspected of her husband's murder, and their blind son faces a moral dilemma as the sole witness.",fr,Sandra Hüller as Sandra Voyter | Swann Arlaud as Maître Vincent Renzi | Milo Machado-Graner as Daniel | Antoine Reinartz as Advocate General | Samuel Theis as Samuel Maleski | Jehnny Beth as Marge Berger | Saadia Bentaïeb as Maître Nour Boudaoud | Camille Rutherford as Zoé Solidor | Anne Rotger as President of the Court | Sophie Fillières as Monica,915935
Michael Jackson's Thriller,https://cinejoy.to/movie/92060-michael-jackson-s-thriller-1983,https://image.tmdb.org/t/p/w500/djv4LM6uanJriwpsOyJzaaSp4gf.jpg,1983-11-21,8.249,14,,John Landis,"A night at the movies turns terrifying when Michael and his date are attacked by zombies. Released at the height of Thriller’s success, the short film redefined the music video, broke racial barriers, and became the first inducted into the U.S. National Film Registry.",en,Michael Jackson as Michael Jackson | Ola Ray as Michael's Girlfriend | Vincent Price as Narrator (voice) | Cynthia Garris as Zombie (uncredited) | Mick Garris as Zombie (uncredited) | Hanala Sagal as Dancer (uncredited) | Forrest J. Ackerman as Man in Movie Theater (uncredited) | Reed Armstrong as Zombie (uncredited) | Rick Baker as Zombie Opening the Crypt (uncredited) | Miko C. Brando as Zombie (uncredited),92060
Halloween,https://cinejoy.to/movie/948-halloween-1978,https://image.tmdb.org/t/p/w500/wijlZ3HaYMvlDTPqJoTCWKFkCPU.jpg,1978-10-24,7.558,91,,John Carpenter,"Fifteen years after murdering his sister on Halloween Night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",en,Donald Pleasence as Loomis | Jamie Lee Curtis as Laurie | Nancy Kyes as Annie | P. J. Soles as Lynda | Charles Cyphers as Brackett | Kyle Richards as Lindsey | Brian Andrews as Tommy | John Michael Graham as Bob | Nancy Stephens as Marion | Arthur Malet as Graveyard Keeper,948
E.T. the Extra-Terrestrial,https://cinejoy.to/movie/601-e-t-the-extra-terrestrial-1982,https://image.tmdb.org/t/p/w500/an0nD6uq6byfxXCfk6lQBzdL2J1.jpg,1982-06-11,7.518,115,,Steven Spielberg,"An alien is left behind on Earth and saved by the 10-year-old Elliott who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial, Elliott, his brother, and his little sister Gertie form an emotional bond with their new friend, and try to help him find his way home.",en,Henry Thomas as Elliott | Drew Barrymore as Gertie | Robert MacNaughton as Michael | Peter Coyote as Keys | Dee Wallace as Mary | Erika Eleniak as Pretty Girl | K.C. Martel as Greg | C. Thomas Howell as Tyler | Sean Frye as Steve | David M. O'Dell as Schoolboy,601
The Nightmare Before Christmas,https://cinejoy.to/movie/9479-the-nightmare-before-christmas-1993,https://image.tmdb.org/t/p/w500/oQffRNjK8e19rF7xVYEN8ew0j7b.jpg,1993-10-09,7.841,76,,Henry Selick,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",en,Danny Elfman as Jack Skellington (singing) / Barrel / Clown with the Tear away Face (voice) | Chris Sarandon as Jack Skellington (voice) | Catherine O'Hara as Sally / Shock (voice) | William Hickey as Dr. Finkelstein (voice) | Glenn Shadix as Mayor (voice) | Paul Reubens as Lock (voice) | Ken Page as Oogie Boogie (voice) | Edward Ivory as Santa Claus (voice) | Susan McBride as Big Witch / WWD. (voice) | Debi Durst as Corpse Kid / Corpse Mom / Small Witch (voice),9479
Night of the Living Dead,https://cinejoy.to/movie/10331-night-of-the-living-dead-1968,https://image.tmdb.org/t/p/w500/rb2NWyb008u1EcKCOyXs2Nmj0ra.jpg,1968-10-04,7.602,96,,George A. Romero,A ragtag group barricade themselves in an old Pennsylvania farmhouse to remain safe from a horde of flesh-eating ghouls ravaging the Northeast.,en,Judith O'Dea as Barbra | Duane Jones as Ben | Marilyn Eastman as Helen Cooper | Karl Hardman as Harry Cooper | Judith Ridley as Judy | Keith Wayne as Tom | Kyra Schon as Karen Cooper / Corpse in House | Charles Craig as TV Newscaster / Zombie | S. William Hinzman as Zombie | Bill Cardille as Field Reporter,10331
Harry Potter and the Prisoner of Azkaban,https://cinejoy.to/movie/673-harry-potter-and-the-prisoner-of-azkaban-2004,https://image.tmdb.org/t/p/w500/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,2004-05-31,8.012,141,,Alfonso Cuarón,Harry Potter's life is in danger once more as dangerous wizard Sirius Black has escaped from Azkaban Prison and is heading to Hogwarts.,en,Daniel Radcliffe as Harry Potter | Rupert Grint as Ron Weasley | Emma Watson as Hermione Granger | Robbie Coltrane as Rubeus Hagrid | Michael Gambon as Albus Dumbledore | Gary Oldman as Sirius Black | David Thewlis as Remus Lupin | Timothy Spall as Peter Pettigrew | Alan Rickman as Severus Snape | Tom Felton as Draco Malfoy,673
"It's the Great Pumpkin, Charlie Brown",https://cinejoy.to/movie/13353-it-s-the-great-pumpkin-charlie-brown-1966,https://image.tmdb.org/t/p/w500/59wp9OWexYsxlSPHYmVLsl5xlFt.jpg,1966-10-27,7.5,25,,Bill Melendez,"Join the Peanuts gang for a timeless adventure as Charlie Brown preps for a party, Snoopy sets his sights on the Red Baron, and Linus patiently awaits a pumpkin patch miracle.",en,Peter Robbins as Charlie Brown (voice) | Christopher Shea as Linus Van Pelt (voice) | Sally Dryer as Lucy Van Pelt (voice) | Bill Melendez as Snoopy (voice) | Cathy Steinberg as Sally Brown (voice) | Gail DeFaria as Pigpen (voice) | Glenn Mendelson as Schroeder / Shermy (voice) | Ann Altieri as Frieda / Violet (voice) | Lisa DeFaria as Patty (voice),13353
The Exorcist,https://cinejoy.to/movie/9552-the-exorcist-1973,https://image.tmdb.org/t/p/w500/5x0CeVHJI8tcDx8tUUwYHQSNILq.jpg,1973-12-26,7.747,122,,William Friedkin,"When a mysterious entity possesses a young girl, her mother seeks the help of two Catholic priests to save her life.",en,Ellen Burstyn as Chris MacNeil | Linda Blair as Regan MacNeil | Jason Miller as Father Damien Karras | Max von Sydow as Father Lankester Merrin | Lee J. Cobb as Lt. Bill Kinderman | William O'Malley as Father Joseph Kevin Dyer | Kitty Winn as Sharon Spencer | Barton Heyman as Dr. Klein | Peter Masterson as Dr. Barringer | Jack MacGowran as Burke Dennings,9552
Frankenstein,https://cinejoy.to/movie/3035-frankenstein-1931,https://image.tmdb.org/t/p/w500/mu6wHwH0IwCCaEYtpqujuPJYat1.jpg,1931-11-21,7.468,70,,James Whale,Henry Frankenstein pieces together body parts in the hope of bringing a human-like creature to life. The mad scientist’s dreams are shattered by his monstrous creation awakening with rage to a world that hates and fears him.,en,Colin Clive as Henry Frankenstein | Mae Clarke as Elizabeth | John Boles as Victor Moritz | Boris Karloff as The Monster | Edward Van Sloan as Doctor Waldman | Frederick Kerr as Baron Frankenstein | Dwight Frye as Fritz | Lionel Belmore as The Burgomaster | Marilyn Harris as Little Maria | Ted Billings as Villager (uncredited),3035
Kiki's Delivery Service,https://cinejoy.to/movie/16859-kiki-s-delivery-service-1989,https://image.tmdb.org/t/p/w500/Aufa4YdZIv4AXpR9rznwVA5SEfd.jpg,1989-07-29,7.84,103,,Hayao Miyazaki,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",ja,Minami Takayama as Kiki / Ursula (voice) | Rei Sakuma as Jiji (voice) | Kappei Yamaguchi as Tombo (voice) | Keiko Toda as Osono (voice) | Mieko Nobusawa as Kokiri (voice) | Koichi Miura as Okino (voice) | Haruko Katō as Old Lady (voice) | Hiroko Seki as Bertha (voice) | Yuriko Fuchizaki as Ketto (voice) | Koichi Yamadera as Bakery Worker / Policeman (voice),16859
The Batman,https://cinejoy.to/movie/414906-the-batman-2022,https://image.tmdb.org/t/p/w500/74xTEgt7R36Fpooo50r9T25onhq.jpg,2022-03-01,7.67,177,,Matt Reeves,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",en,Robert Pattinson as Bruce Wayne / The Batman | Zoë Kravitz as Selina Kyle | Jeffrey Wright as Lt. James Gordon | Colin Farrell as Oz / The Penguin | Paul Dano as The Riddler | John Turturro as Carmine Falcone | Andy Serkis as Alfred | Peter Sarsgaard as District Attorney Gil Colson | Barry Keoghan as Unseen Arkham Prisoner | Jayme Lawson as Bella Reál,414906
Wallace & Gromit: The Curse of the Were-Rabbit,https://cinejoy.to/movie/533-wallace-gromit-the-curse-of-the-were-rabbit-2005,https://image.tmdb.org/t/p/w500/cMQ2lNd7sBe6PCf6zF5QxrKzbRG.jpg,2005-09-15,7.136,85,,Steve Box,"Cheese-loving eccentric Wallace and his cunning canine pal Gromit run a business ridding the town of garden pests. Using only humane methods, which turns their home into a halfway house for evicted vermin, the pair stumble upon a mystery involving a voracious vegetarian monster that threatens to ruin the annual veggie-growing contest.",en,Peter Sallis as Wallace / Hutch (voice) | Ralph Fiennes as Victor Quartermaine (voice) | Helena Bonham Carter as Lady Campanula Tottington (voice) | Peter Kay as PC Mackintosh (voice) | Nicholas Smith as Reverend Clement Hedges (voice) | Liz Smith as Mrs. Mulch (voice) | John Thomson as Mr. Windfall (voice) | Mark Gatiss as Miss Blight (voice) | Vincent Ebrahim as Mr. Caliche (voice) | Geraldine McEwan as Miss Thripp (voice),533
The Crow,https://cinejoy.to/movie/9495-the-crow-1994,https://image.tmdb.org/t/p/w500/rMMB3v6jYHjsvXRNJYESacoTD7j.jpg,1994-05-11,7.528,102,,Alex Proyas,"Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven, watched over by a hypnotic crow, returns from the grave to exact revenge.",en,Brandon Lee as Eric | Rochelle Davis as Sarah | Ernie Hudson as Albrecht | Michael Wincott as Top Dollar | Bai Ling as Myca | Sofia Shinas as Shelly | Anna Thomson as Darla | David Patrick Kelly as T-Bird | Angel David as Skank | Laurence Mason as Tin Tin,9495
